#BarNum Z0 XOffset ZOffset
0	48.1	0.9
1	48.6	1.9
2	48.7	2.2
3	48.6	2.3
4	48.8	0.4
5	48.8	-0.6
6	48.9	0.5
7	48.4	-0.2
8	48.9	1.1
9	49.0	0.6
10	48.9	1.7
11	48.6	2.3
12	48.5	3.6
13	48.5	1.5
